Pair ID,Original Terms,Inclusive Terms,Original Terms (Kannada),Inclusive Terms (Kannada)
678,swordswomen,fencers,ಖಡ್ಗಧಾರಿಣಿಯರು,ಕತ್ತಿವೀರರು
679,tribeswoman,tribesperson,ಬುಡಕಟ್ಟು ಮಹಿಳೆ,ಬುಡಕಟ್ಟು ವ್ಯಕ್ತಿ
680,tribeswomen,tribespeople,ಬುಡಕಟ್ಟು ಮಹಿಳೆಯರು,ಬುಡಕಟ್ಟು ಜನರು
681,washerwoman,washer,ಧೋಬಿ ಮಹಿಳೆ,ತೊಳೆಯುವವರು
682,washerwomen,Washers,ಧೋಬಿ ಮಹಿಳೆಯರು,ತೊಳೆಯುವವರು
683,womanism,Feminism,ಸ್ತ್ರೀವಾದ,ಸ್ತ್ರೀವಾದ
684,womanisms,Feminisms,ಸ್ತ್ರೀವಾದಗಳು,ಸ್ತ್ರೀವಾದಗಳು
685,womanist,Feminist,ಸ್ತ್ರೀವಾದಿ,ಸ್ತ್ರೀವಾದಿ
686,womanists,Feminists,ಸ್ತ್ರೀವಾದಿಗಳು,ಸ್ತ್ರೀವಾದಿಗಳು
687,womankind,Humankind,ಸ್ತ್ರೀಕುಲ,ಮಾನವಕುಲ
688,womankinds,Humankinds,ಸ್ತ್ರೀಕುಲಗಳು,ಮಾನವಕುಲಗಳು
689,womanly,Feminine,ಹೆಣ್ಣಿನ,ಸ್ತ್ರೀಲಿಂಗ
690,stateswomanship,Statespersonship,ರಾಜ್ಯನಾಯಿಕೆಯ ನೈಪುಣ್ಯ,ರಾಜ್ಯನಾಯಕತ್ವದ ನೈಪುಣ್ಯ
691,stateswomanships,Statespersonships,ರಾಜ್ಯನಾಯಿಕೆಯ ನೈಪುಣ್ಯಗಳು,ರಾಜ್ಯನಾಯಕತ್ವದ ನೈಪುಣ್ಯಗಳು
692,workwomanship,Workpersonship,ಮಹಿಳೆಯ ಕಾರ್ಯನೈಪುಣ್ಯ,ಕಾರ್ಯನೈಪುಣ್ಯ
693,workwomanships,Workpersonships,ಮಹಿಳೆಯ ಕಾರ್ಯಕೌಶಲ್ಯಗಳು,ಕಾರ್ಯನೈಪುಣ್ಯಗಳು
